2026/09/18 19:29:54.468, 233, 11712, 1, 0, 1590, 14001, 60, 22.68
2026/09/18 19:29:54.682, 11430, 515, 1, 0, 1590, 14001, 60, 22.68
2026/09/18 19:29:54.897, 11430, 515, 1, 0, 1590, 14001, 60, 22.68
2026/09/18 19:29:55.110, 11430, 515, 100, 58, 2122, 14001, 74, 54.18
2026/09/18 19:29:55.324, 11430, 515, 100, 58, 2122, 14001, 74, 54.18
2026/09/18 19:29:55.525, 11430, 515, 100, 55, 2460, 14001, 75, 127.32
2026/09/18 19:29:55.739, 11430, 515, 100, 55, 2460, 14001, 75, 127.32
2026/09/18 19:29:55.942, 11430, 515, 100, 55, 2460, 14001, 75, 127.32
2026/09/18 19:29:56.143, 11430, 515, 100, 55, 1845, 14001, 75, 140.37
2026/09/18 19:29:56.359, 11430, 515, 100, 55, 1845, 14001, 75, 140.37
2026/09/18 19:29:56.574, 11430, 515, 100, 53, 2445, 14001, 75, 139.21
2026/09/18 19:29:56.775, 11430, 515, 100, 53, 2445, 14001, 75, 139.21
2026/09/18 19:29:56.989, 11430, 515, 100, 55, 1957, 14001, 75, 140.95
2026/09/18 19:29:57.204, 11430, 515, 100, 55, 1957, 14001, 75, 140.95
2026/09/18 19:29:57.416, 11430, 515, 100, 55, 1957, 14001, 75, 140.95
2026/09/18 19:29:57.618, 11430, 515, 1, 0, 2430, 14001, 66, 124.76
2026/09/18 19:29:57.833, 11430, 515, 1, 0, 2430, 14001, 66, 124.76
2026/09/18 19:29:58.035, 11430, 515, 1, 0, 1552, 14001, 62, 79.62
2026/09/18 19:29:58.236, 11430, 515, 1, 0, 1552, 14001, 62, 79.62
2026/09/18 19:29:58.437, 11430, 515, 1, 0, 1552, 14001, 62, 79.62
2026/09/18 19:29:58.652, 11430, 515, 1, 0, 1560, 14001, 62, 22.59
2026/09/18 19:29:58.867, 11430, 515, 1, 0, 1560, 14001, 62, 22.59
2026/09/18 19:29:59.082, 11430, 515, 1, 0, 1560, 14001, 62, 22.25
2026/09/18 19:29:59.283, 11430, 515, 1, 0, 1560, 14001, 62, 22.25
2026/09/18 19:29:59.497, 7914, 4031, 1, 0, 1560, 14001, 61, 22.32
