2026/09/18 19:29:43.269, 233, 11712, 6, 0, 2130, 14001, 59, 73.37
2026/09/18 19:29:43.473, 8900, 3045, 52, 15, 1560, 14001, 59, 58.03
2026/09/18 19:29:43.675, 9062, 2883, 52, 15, 1560, 14001, 59, 58.03
2026/09/18 19:29:43.889, 11430, 515, 52, 15, 1560, 14001, 59, 58.03
2026/09/18 19:29:44.104, 11430, 515, 99, 56, 1650, 14001, 70, 153.47
2026/09/18 19:29:44.305, 11430, 515, 99, 56, 1650, 14001, 70, 153.47
2026/09/18 19:29:44.507, 11430, 515, 99, 56, 2415, 14001, 73, 156.93
2026/09/18 19:29:44.721, 11430, 515, 99, 56, 2415, 14001, 73, 156.93
2026/09/18 19:29:44.924, 11430, 515, 99, 56, 2415, 14001, 73, 156.93
2026/09/18 19:29:45.125, 11430, 515, 100, 48, 2040, 14001, 68, 106.00
2026/09/18 19:29:45.326, 11430, 515, 100, 48, 2040, 14001, 68, 106.00
2026/09/18 19:29:45.537, 11430, 515, 100, 57, 2400, 14001, 75, 140.48
2026/09/18 19:29:45.749, 11430, 515, 100, 57, 2400, 14001, 75, 140.48
2026/09/18 19:29:45.964, 11430, 515, 100, 50, 2100, 14001, 70, 140.65
2026/09/18 19:29:46.165, 11430, 515, 100, 50, 2100, 14001, 70, 140.65
2026/09/18 19:29:46.367, 11430, 515, 100, 50, 2100, 14001, 70, 140.65
2026/09/18 19:29:46.569, 11430, 515, 56, 31, 2370, 14001, 67, 136.54
2026/09/18 19:29:46.772, 11430, 515, 56, 31, 2370, 14001, 67, 136.54
2026/09/18 19:29:46.973, 11430, 515, 1, 0, 1552, 14001, 60, 81.74
2026/09/18 19:29:47.174, 11430, 515, 1, 0, 1552, 14001, 60, 81.74
2026/09/18 19:29:47.389, 11430, 515, 1, 0, 1552, 14001, 60, 81.74
2026/09/18 19:29:47.591, 11430, 515, 1, 0, 1560, 14001, 59, 29.70
2026/09/18 19:29:47.792, 11430, 515, 1, 0, 1560, 14001, 59, 29.70
2026/09/18 19:29:48.005, 11430, 515, 1, 0, 1552, 14001, 59, 21.97
2026/09/18 19:29:48.219, 11430, 515, 1, 0, 1552, 14001, 59, 21.97
2026/09/18 19:29:48.433, 11430, 515, 1, 0, 1552, 14001, 59, 21.97
2026/09/18 19:29:48.648, 11430, 515, 1, 0, 1552, 14001, 59, 22.00
