2026/09/18 20:16:05.738, 13, 11932, 99, 51, 70, 139.82
2026/09/18 20:16:05.941, 8024, 3921, 99, 51, 70, 139.82
2026/09/18 20:16:06.142, 11194, 751, 73, 36, 64, 93.19
2026/09/18 20:16:06.344, 11194, 751, 73, 36, 64, 93.19
2026/09/18 20:16:06.559, 11194, 751, 73, 36, 64, 93.19
2026/09/18 20:16:06.762, 11194, 751, 100, 48, 68, 99.74
2026/09/18 20:16:06.967, 11194, 751, 100, 48, 68, 99.74
2026/09/18 20:16:07.169, 11194, 751, 100, 47, 68, 136.43
2026/09/18 20:16:07.372, 11194, 751, 100, 47, 68, 136.43
2026/09/18 20:16:07.573, 11194, 751, 100, 47, 68, 136.43
2026/09/18 20:16:07.776, 11194, 751, 100, 48, 69, 139.88
2026/09/18 20:16:07.978, 11194, 751, 100, 48, 69, 139.88
2026/09/18 20:16:08.179, 11194, 751, 100, 47, 69, 139.43
2026/09/18 20:16:08.385, 7890, 4055, 100, 47, 69, 139.43
