2026/09/18 21:28:12.424, 13, 11932, 1, 0, 63, 124.07
2026/09/18 21:28:12.629, 8928, 3017, 1, 0, 63, 124.07
2026/09/18 21:28:12.831, 9128, 2817, 2, 1, 60, 71.00
2026/09/18 21:28:13.033, 11194, 751, 2, 1, 60, 71.00
2026/09/18 21:28:13.235, 11194, 751, 100, 49, 68, 62.62
2026/09/18 21:28:13.438, 11194, 751, 100, 49, 68, 62.62
2026/09/18 21:28:13.639, 11194, 751, 100, 49, 68, 62.62
2026/09/18 21:28:13.843, 11194, 751, 100, 50, 70, 112.87
2026/09/18 21:28:14.047, 11194, 751, 100, 50, 70, 112.87
2026/09/18 21:28:14.248, 11194, 751, 100, 49, 70, 139.90
2026/09/18 21:28:14.450, 11194, 751, 100, 49, 70, 139.90
2026/09/18 21:28:14.656, 11194, 751, 100, 49, 70, 139.90
2026/09/18 21:28:14.859, 11194, 751, 100, 49, 70, 139.69
2026/09/18 21:28:15.061, 11194, 751, 100, 49, 70, 139.69
2026/09/18 21:28:15.263, 10546, 1399, 92, 52, 71, 139.16
