2026/09/18 20:14:07.341, 13, 11932, 100, 48, 69, 139.94
2026/09/18 20:14:07.553, 11084, 861, 100, 48, 69, 139.94
2026/09/18 20:14:07.755, 11084, 861, 74, 37, 63, 99.29
2026/09/18 20:14:07.957, 11084, 861, 74, 37, 63, 99.29
2026/09/18 20:14:08.161, 11084, 861, 100, 48, 69, 105.68
2026/09/18 20:14:08.376, 11084, 861, 100, 48, 69, 105.68
2026/09/18 20:14:08.577, 11084, 861, 100, 47, 69, 134.88
2026/09/18 20:14:08.780, 11084, 861, 100, 47, 69, 134.88
2026/09/18 20:14:08.982, 11084, 861, 100, 47, 69, 134.88
2026/09/18 20:14:09.182, 11084, 861, 100, 48, 70, 140.23
2026/09/18 20:14:09.383, 11084, 861, 100, 48, 70, 140.23
2026/09/18 20:14:09.597, 11084, 861, 100, 47, 70, 140.05
2026/09/18 20:14:09.802, 11084, 861, 100, 47, 70, 140.05
