2026/09/18 21:28:15.482, 13, 11932, 92, 52, 71, 139.16
2026/09/18 21:28:15.685, 8052, 3893, 92, 52, 71, 139.16
2026/09/18 21:28:15.887, 11194, 751, 29, 15, 62, 84.65
2026/09/18 21:28:16.092, 11194, 751, 29, 15, 62, 84.65
2026/09/18 21:28:16.293, 11194, 751, 100, 49, 70, 75.97
2026/09/18 21:28:16.495, 11194, 751, 100, 49, 70, 75.97
2026/09/18 21:28:16.699, 11194, 751, 100, 49, 70, 75.97
2026/09/18 21:28:16.900, 11194, 751, 100, 49, 71, 118.25
2026/09/18 21:28:17.104, 11194, 751, 100, 49, 71, 118.25
2026/09/18 21:28:17.308, 11194, 751, 100, 49, 71, 139.91
2026/09/18 21:28:17.513, 11194, 751, 100, 49, 71, 139.91
2026/09/18 21:28:17.716, 11194, 751, 100, 49, 71, 139.91
2026/09/18 21:28:17.918, 11194, 751, 100, 49, 71, 139.29
2026/09/18 21:28:18.121, 11194, 751, 100, 49, 71, 139.29
