2026/09/18 20:16:02.918, 24, 11921, 3, 1, 56, 15.49
2026/09/18 20:16:03.134, 10150, 1795, 62, 31, 59, 28.65
2026/09/18 20:16:03.347, 11194, 751, 62, 31, 59, 28.65
2026/09/18 20:16:03.551, 11194, 751, 62, 31, 59, 28.65
2026/09/18 20:16:03.753, 11194, 751, 100, 48, 65, 59.69
2026/09/18 20:16:03.955, 11194, 751, 100, 48, 65, 59.69
2026/09/18 20:16:04.156, 11194, 751, 100, 48, 67, 115.42
2026/09/18 20:16:04.359, 11194, 751, 100, 48, 67, 115.42
2026/09/18 20:16:04.562, 11194, 751, 100, 48, 67, 115.42
2026/09/18 20:16:04.776, 11194, 751, 100, 48, 67, 139.92
2026/09/18 20:16:04.978, 11194, 751, 100, 48, 67, 139.92
2026/09/18 20:16:05.179, 11194, 751, 100, 48, 68, 139.64
2026/09/18 20:16:05.379, 11194, 751, 100, 48, 68, 139.64
2026/09/18 20:16:05.582, 8620, 3325, 100, 48, 68, 139.64
