2026/09/18 21:17:11.236, 21, 11924, 0, 0, 54, 21.33
2026/09/18 21:17:11.453, 5688, 6257, 0, 0, 54, 21.33
2026/09/18 21:17:11.654, 11194, 751, 60, 32, 56, 28.00
2026/09/18 21:17:11.858, 11194, 751, 60, 32, 56, 28.00
2026/09/18 21:17:12.060, 11194, 751, 100, 50, 64, 82.21
2026/09/18 21:17:12.266, 11194, 751, 100, 50, 64, 82.21
2026/09/18 21:17:12.468, 11194, 751, 100, 50, 64, 82.21
2026/09/18 21:17:12.670, 11194, 751, 100, 50, 65, 140.18
2026/09/18 21:17:12.873, 11194, 751, 100, 50, 65, 140.18
2026/09/18 21:17:13.075, 11194, 751, 100, 50, 66, 139.87
2026/09/18 21:17:13.278, 11194, 751, 100, 50, 66, 139.87
2026/09/18 21:17:13.481, 11194, 751, 100, 50, 66, 139.87
2026/09/18 21:17:13.682, 11194, 751, 100, 50, 66, 139.32
2026/09/18 21:17:13.884, 10318, 1627, 100, 50, 66, 139.32
2026/09/18 21:17:14.086, 8474, 3471, 0, 0, 59, 115.06
